run_tag,gen,slot,baseline,reward,bankrupt
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,11,0,199.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,15,0,195.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,11,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,8,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,12,0,214.45,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,14,0,194.45,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,7,0,193.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,16,1,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,3,0,191.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,0,0,198.0,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,14,0,194.4,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,16,1,191.125,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,4,0,188.35000000000002,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,15,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,8,0,193.60000000000002,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,8,0,178.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,5,0,194.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,10,0,190.525,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,4,0,191.675,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,13,0,231.3,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,12,0,191.95,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,7,0,223.4,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,2,0,196.4,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,10,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,5,0,193.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,2,0,194.72500000000002,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,13,0,201.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,0,0,213.675,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,1,0,197.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,3,0,195.5,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,9,0,197.0,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,11,0,189.3,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,1,0,199.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,1,0,190.85000000000002,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,11,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,9,0,191.825,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,0,0,194.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,6,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,6,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,0,0,187.8,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,15,0,186.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,15,0,193.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,6,0,190.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,13,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,13,0,247.85,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,3,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,16,1,195.5,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,6,0,193.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,16,1,200.0,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,12,0,194.525,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,11,0,197.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,8,0,188.55,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,0,0,191.5,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,14,0,208.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,5,0,189.9,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,14,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,1,0,198.0,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,12,0,198.85,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,2,0,195.5,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,11,0,194.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,2,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,4,0,195.9,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,7,0,199.0,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,5,0,194.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,3,8,0,194.45,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,10,0,176.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,4,0,190.4,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,8,0,200.375,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,7,0,192.925,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,13,0,193.16000000000003,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,1,0,197.5,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,14,0,190.5,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,3,0,193.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,6,0,247.65,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,10,0,194.5,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,7,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,6,0,195.05,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,13,0,193.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,14,0,189.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,16,1,189.675,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,10,0,197.6,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,8,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,4,0,199.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,3,0,186.675,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,4,0,194.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,5,0,193.55,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,1,0,201.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,15,0,185.60000000000002,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,10,0,194.5,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,15,0,201.0,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,7,0,193.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,16,1,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,5,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,3,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,7,0,186.425,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,0,0,199.8,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,1,0,187.2,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,12,0,190.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,0,0,200.05,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,4,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,2,0,192.375,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,11,0,206.9,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,1,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,9,0,193.075,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,12,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,7,0,239.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,9,0,189.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,11,0,191.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,2,0,202.4,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,14,0,193.0,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,6,0,196.175,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,7,0,186.65,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,9,0,187.10000000000002,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,10,0,190.4,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,15,0,202.625,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,5,0,189.05,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,14,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,10,0,197.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,10,0,193.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,2,0,193.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,15,0,210.64999999999998,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,5,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,4,0,198.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,3,0,187.4,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,3,0,188.45,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,12,0,193.4,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,2,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,1,0,199.5,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,12,0,189.5,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,4,0,192.5,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,16,1,193.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,16,1,193.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,8,0,202.0,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,9,0,193.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,0,0,190.025,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,0,0,191.65,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,11,0,189.4,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,11,0,196.45,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,13,0,194.325,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,9,0,198.5,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,6,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,1,0,194.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,1,0,196.625,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,8,0,195.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,16,1,193.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,8,0,192.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,13,0,198.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,16,1,219.85,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,2,0,197.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,4,8,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,3,0,192.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,2,0,197.0,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,13,0,199.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,6,0,193.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,5,0,215.3,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,1,0,188.65,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,7,0,192.55,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,14,0,194.125,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,5,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,4,0,207.7,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,13,0,208.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,9,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,4,0,192.2,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,3,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,7,0,193.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,1,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,14,0,191.45,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,6,0,197.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,6,0,193.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,10,0,184.05,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,0,0,188.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,12,0,193.875,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,13,0,195.625,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,11,0,194.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,1,0,189.35,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,0,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,15,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,10,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,13,0,188.55,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,9,0,183.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,1,0,191.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,12,0,202.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,11,0,192.56,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,15,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,11,0,193.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,8,0,192.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,14,0,190.475,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,2,0,187.275,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,14,0,211.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,4,0,188.35000000000002,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,11,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,8,0,193.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,15,0,189.325,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,5,0,197.2,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,7,0,189.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,10,0,196.45,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,16,1,200.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,2,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,5,0,193.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,16,1,199.5,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,10,0,190.625,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,15,0,199.35,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,7,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,0,0,194.5,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,3,0,198.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,4,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,12,0,226.375,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,0,0,202.375,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,3,0,196.5,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,12,0,195.35,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,6,0,189.7,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,9,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,9,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,12,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,6,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,14,0,189.275,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,11,0,189.97500000000002,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,11,0,194.95,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,12,0,193.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,5,14,0,194.325,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,6,1,0,203.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,6,15,0,194.4,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,6,3,0,196.54999999999998,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,6,6,0,193.5,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,6,16,1,203.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,6,15,0,193.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,6,10,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,6,6,0,190.275,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,6,10,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,6,3,0,194.4,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,6,1,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,6,16,1,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,6,10,0,193.35000000000002,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,6,4,0,186.77500000000003,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,6,4,0,187.725,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,6,13,0,197.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,6,13,0,197.575,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,6,0,0,187.525,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,6,9,0,205.45,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,6,5,0,189.9,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,6,0,0,194.10000000000002,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,6,9,0,191.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,6,7,0,222.3,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,6,0,0,240.5,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,6,2,0,186.95,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,6,3,0,195.65,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,6,5,0,231.75,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,6,2,0,193.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,6,7,0,194.4,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,6,8,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,6,8,0,196.25,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,6,14,0,195.875,0
prime-coevo-qwen3-1p7b-smoke16-baseline-2026-06-20,6,5,0,195.5,0
